id,raw_id,name,lon,lat,x,y,adname
station:BV10039986,BV10039986,长江南路(地铁站),121.48701141331931,31.334013461989567,13523872.246644784,3676203.545950573,宝山区
station:BV11498461,BV11498461,长江西路(地铁站),121.47056655204996,31.34803530126611,13522041.613062365,3678031.117018924,宝山区
station:BV10026233,BV10026233,顾村公园(地铁站),121.36836812659506,31.34640062938405,13510664.936382437,3677818.043992976,宝山区
station:BV09084531,BV09084531,东滩(地铁站),121.85204445537951,31.502567124520397,13564507.539003987,3698190.4945613896,崇明区
station:BV09084532,BV09084532,裕安(地铁站),121.85754028284092,31.526523128345193,13565119.331718395,3701318.6432238314,崇明区
station:BV11494926,BV11494926,长兴岛(地铁站),121.71684567253926,31.391240404510345,13549457.279344438,3683664.0749639296,崇明区
station:BV09084533,BV09084533,陈家镇(地铁站),121.7887593367109,31.492526069257934,13557462.671819987,3696879.5830192897,崇明区
station:BV10024951,BV10024951,上海体育场(地铁站),121.43892672427353,31.187499322858535,13518519.483545998,3657123.514240664,徐汇区
station:BV10026004,BV10026004,上海体育馆(地铁站),121.4328087608394,31.184698516252592,13517838.434971912,3656759.062996467,徐汇区
station:BV10025073,BV10025073,上海南站(地铁站),121.42541690326736,31.15646871837229,13517015.577151092,3653086.299793647,徐汇区
station:BV10039973,BV10039973,上海图书馆(地铁站),121.43976059136133,31.20984485340492,13518612.30920559,3660031.583131431,徐汇区
station:BV11471655,BV11471655,上海植物园(地铁站),121.44584374399585,31.15097137990656,13519289.482659187,3652371.2104073395,徐汇区
station:BV10024941,BV10024941,上海游泳馆(地铁站),121.43681787747796,31.181016893618622,13518284.72779459,3656280.013137473,徐汇区
station:BV10039860,BV10039860,东安路(地铁站),121.45032150870568,31.19273351882816,13519787.945146509,3657804.635958005,徐汇区
station:BV10039806,BV10039806,云锦路(地铁站),121.45395541000772,31.168423022906975,13520192.469188986,3654641.449352795,徐汇区
station:BV10025307,BV10025307,交通大学(地铁站),121.43063317501411,31.204085661462855,13517596.2498657,3659282.010635191,徐汇区
station:BV10820973,BV10820973,华东理工大学(地铁站),121.42436527212439,31.146150879674934,13516898.510107772,3651744.197723039,徐汇区
station:BV11471657,BV11471657,华泾路(地铁站),121.45231391326034,31.12193591918462,13520009.738606956,3648594.988616976,徐汇区
station:BV10039881,BV10039881,嘉善路(地铁站),121.45614343140844,31.204741982075607,13520436.038617127,3659367.430015934,徐汇区
station:BV10039940,BV10039940,大木桥路(地铁站),121.45872565586139,31.195989525466587,13520723.490528302,3658228.356493002,徐汇区
station:BV10039880,BV10039880,宜山路(地铁站),121.42256310917372,31.18858694638816,13516697.894245805,3657265.042716624,徐汇区
station:BV10039862,BV10039862,常熟路(地铁站),121.44454905303303,31.215415340697778,13519145.358320491,3660756.638700029,徐汇区
station:BV10029707,BV10029707,徐家汇(地铁站),121.43198615703766,31.197391945383853,13517746.863135593,3658410.864949264,徐汇区
station:BV11471653,BV11471653,徐浦大桥(地铁站),121.45138580232857,31.129120927828808,13519906.421770647,3649529.3309869263,徐汇区
station:BV11471651,BV11471651,景联路(地铁站),121.4499391991409,31.103327868688098,13519745.386640437,3646175.516542914,徐汇区
station:BV10820984,BV10820984,朱梅路(地铁站),121.4331955330028,31.126280692134547,13517881.49025219,3649159.976760691,徐汇区
station:BV10024842,BV10024842,桂林公园(地铁站),121.41500926656094,31.168857833615785,13515857.004332732,3654698.0180887408,徐汇区
station:BV10039879,BV10039879,桂林路(地铁站),121.41342417635319,31.176658673826825,13515680.55289797,3655712.9490625844,徐汇区
station:BV10026584,BV10026584,漕宝路(地铁站),121.42852254542981,31.170230622682332,13517361.295655156,3654876.6192170563,徐汇区
station:BV10025213,BV10025213,漕河泾开发区(地铁站),121.39312323898301,31.172508766374822,13513420.66288761,3655173.0135326115,徐汇区
station:BV10039993,BV10039993,漕溪路(地铁站),121.43379813827451,31.17863612527698,13517948.571964176,3655970.2393401167,徐汇区
station:BV10039994,BV10039994,石龙路(地铁站),121.43860442656144,31.159856864655346,13518483.605528811,3653527.047810548,徐汇区
station:BV10820976,BV10820976,罗秀路(地铁站),121.43119327398816,31.13346176787988,13517658.599798277,3650093.850439802,徐汇区
station:BV10039861,BV10039861,肇嘉浜路(地铁站),121.44562386329896,31.201336314416558,13519265.005651977,3658924.192687662,徐汇区
station:BV10039937,BV10039937,虹梅路(地铁站),121.39260525538323,31.162220179874904,13513363.001217052,3653834.4897039384,徐汇区
station:BV10607588,BV10607588,虹漕路(地铁站),121.405909238511,31.16590218130895,13514843.993844151,3654313.4937731484,徐汇区
station:BV10039894,BV10039894,衡山路(地铁站),121.44182648360238,31.20641835571629,13518842.283277864,3659585.61082761,徐汇区
station:BV10026582,BV10026582,锦江乐园(地铁站),121.40946706473196,31.144099189073494,13515240.049247345,3651477.339649294,徐汇区
station:BV10039893,BV10039893,陕西南路(地铁站),121.45417683831936,31.21706142441198,13520217.118475882,3660970.9014111166,徐汇区
station:BV10024943,BV10024943,龙华(地铁站),121.44837904107726,31.174591433737803,13519571.710639259,3655443.9819447855,徐汇区
station:BV10039859,BV10039859,龙华中路(地铁站),121.45249486885471,31.186301588213265,13520029.882491576,3656967.6592890755,徐汇区
station:BV11471650,BV11471650,龙启路(地铁站),121.44467609348027,31.16054500040371,13519159.500398386,3653616.566079413,徐汇区
station:BV11471656,BV11471656,龙吴路(地铁站),121.44836013442182,31.13811047483019,13519569.605960004,3650698.4361491213,徐汇区
station:BV10039938,BV10039938,龙漕路(地铁站),121.43978396946422,31.17136204383787,13518614.9116441,3655023.8201026004,徐汇区
station:BV10039807,BV10039807,龙耀路(地铁站),121.45514230218825,31.16166129289096,13520324.593422132,3653761.783825676,徐汇区
station:BV10024610,BV10024610,上海西站(地铁站),121.39675273011956,31.264796631514322,13513824.695992714,3667185.985105064,普陀区
station:BV10039947,BV10039947,中宁路(地铁站),121.40988739266813,31.24688078253076,13515286.839939157,3664852.9884378943,普陀区
